sec,nanosec,time_s,x,y,z,qx,qy,qz,qw
173,600000000,173.6,26.47769160304715,-26.317743573498273,25.92025905095262,-4.677724543430804e-16,-1.487657111209805e-16,8.980410463282077e-17,1.0
173,700000000,173.7,26.533174273982688,-26.373226244433813,25.97574172188816,-4.677604637446813e-16,-1.4878486761809557e-16,8.986349687081858e-17,1.0
173,800000000,173.8,26.589783467876725,-26.42983543832785,26.032350915782196,-4.677477785792596e-16,-1.4858852538092958e-16,8.992060304795516e-17,1.0
173,900000000,173.9,26.64639266177076,-26.486444632221886,26.088960109676233,-4.678006842571463e-16,-1.486694746256193e-16,8.997209954094929e-17,1.0
174,0,174.0,26.70528886709813,-26.545340837549254,26.1478563150036,-4.676986743852516e-16,-1.4874677824051102e-16,9.002241251550328e-17,1.0
174,100000000,174.1,26.7607715380337,-26.600823508484826,26.203338985939173,-4.676900109322668e-16,-1.4860273520563017e-16,9.008941745053361e-17,1.0
174,200000000,174.2,26.818518576725012,-26.658570547176137,26.261086024630483,-4.677718851369385e-16,-1.4869325931076294e-16,9.015674270133019e-17,1.0
174,300000000,174.3,26.87400124766055,-26.714053218111676,26.316568695566023,-4.67712186254824e-16,-1.4872108942525594e-16,9.021762324735352e-17,1.0
174,400000000,174.4,26.930610441554588,-26.770662412005713,26.37317788946006,-4.6777804476055255e-16,-1.486892545389686e-16,9.028641835839389e-17,1.0
174,500000000,174.5,26.987219635448625,-26.82727160589975,26.429787083354096,-4.678107775017584e-16,-1.4870496191795022e-16,9.034742787510972e-17,1.0
174,600000000,174.6,27.06078894383333,-26.90084091428445,26.5033563917388,-4.677760999728907e-16,-1.486552444720792e-16,9.04231699599543e-17,1.0
174,700000000,174.7,27.102657103637377,-26.942709074088498,26.545224551542848,-4.678175300484151e-16,-1.4872911252134063e-16,9.04801575045018e-17,1.0
174,800000000,174.8,27.158139774572916,-26.998191745024037,26.600707222478388,-4.676974377171549e-16,-1.4861439715522963e-16,9.053573179442915e-17,1.0
174,900000000,174.9,27.215886813264227,-27.055938783715348,26.658454261169698,-4.677909603189303e-16,-1.487231968432483e-16,9.060211228254346e-17,1.0
175,0,175.0,27.273633851955537,-27.11368582240666,26.71620129986101,-4.678462817347633e-16,-1.486392524900519e-16,9.06674504850357e-17,1.0
175,100000000,175.1,27.32911652289111,-27.16916849334223,26.77168397079658,-4.678489414182078e-16,-1.4874208228985453e-16,9.07150160387422e-17,1.0
175,200000000,175.2,27.385725716785146,-27.225777687236267,26.828293164690617,-4.677993662738501e-16,-1.4880833381885166e-16,9.076885800236318e-17,1.0
175,300000000,175.3,27.441208387720685,-27.281260358171807,26.883775835626157,-4.677007919675886e-16,-1.4855481346960079e-16,9.083204195687941e-17,1.0
175,400000000,175.4,27.497817581614722,-27.337869552065843,26.940385029520193,-4.678180314918705e-16,-1.4874161472766767e-16,9.088828577506642e-17,1.0
175,500000000,175.5,27.555564620306033,-27.395616590757154,26.998132068211504,-4.677059453160377e-16,-1.4857170669472044e-16,9.093648735621773e-17,1.0
175,600000000,175.6,27.615621314108232,-27.455673284559353,27.058188762013703,-4.677295707590161e-16,-1.4861027041074485e-16,9.09965502805279e-17,1.0
175,700000000,175.7,27.67110398504377,-27.511155955494893,27.113671432949243,-4.67730688842515e-16,-1.4876135398345838e-16,9.105409645819334e-17,1.0
175,800000000,175.8,27.72771317893784,-27.56776514938896,27.17028062684331,-4.678551145943476e-16,-1.486986735453816e-16,9.108531052888978e-17,1.0
175,900000000,175.9,27.784322372831877,-27.624374343282998,27.226889820737348,-4.677448749503226e-16,-1.48647234928578e-16,9.112323805203154e-17,1.0
176,0,176.0,27.840931566725914,-27.680983537177035,27.283499014631385,-4.677592067477787e-16,-1.4876144885118146e-16,9.115741066488328e-17,1.0
176,100000000,176.1,27.89754076061995,-27.73759273107107,27.34010820852542,-4.678354295486391e-16,-1.488101363049929e-16,9.118529287027025e-17,1.0
176,200000000,176.2,27.954149954513987,-27.794201924965108,27.39671740241946,-4.678253905141451e-16,-1.4874145209736664e-16,9.121688933829193e-17,1.0
176,300000000,176.3,28.010759148408056,-27.850811118859177,27.453326596313527,-4.677104447550661e-16,-1.4857383444149594e-16,9.126758394089339e-17,1.0
176,400000000,176.4,28.068506187099366,-27.908558157550488,27.511073635004838,-4.678381400540593e-16,-1.487677507763096e-16,9.130637586942963e-17,1.0
176,500000000,176.5,28.123988858034906,-27.964040828486027,27.566556305940377,-4.6780400462629085e-16,-1.4874707639613474e-16,9.134460989276671e-17,1.0
176,600000000,176.6,28.194999430855585,-28.035051401306706,27.637566878761056,-4.678580995384277e-16,-1.4875016637232843e-16,9.137828832641361e-17,1.0
176,700000000,176.7,28.238837590607126,-28.078889561058247,27.681405038512597,-4.678127697232108e-16,-1.4859982818858785e-16,9.141426657362645e-17,1.0
176,800000000,176.8,28.296584629298437,-28.136636599749558,27.739152077203908,-4.678096052081171e-16,-1.4877937884461789e-16,9.146776086165531e-17,1.0
176,900000000,176.9,28.35206730023401,-28.19211927068513,27.79463474813948,-4.677708720855033e-16,-1.4858336186810223e-16,9.150079387439439e-17,1.0
177,0,177.0,28.40643477004983,-28.246486740500952,27.849002217955302,-4.678197458865581e-16,-1.4870240726665166e-16,9.153378605253541e-17,1.0
177,100000000,177.1,28.4630439639439,-28.30309593439502,27.90561141184937,-4.677535621201789e-16,-1.4877886384859438e-16,9.15773854058992e-17,1.0
177,200000000,177.2,28.51852663487944,-28.35857860533056,27.96109408278491,-4.677718546437111e-16,-1.4868390129083703e-16,9.162842193518743e-17,1.0
177,300000000,177.3,28.57627367357075,-28.41632564402187,28.01884112147622,-4.677473787796652e-16,-1.4862839013958547e-16,9.167516230840405e-17,1.0
177,400000000,177.4,28.63402071226206,-28.47407268271318,28.076588160167532,-4.678403660566109e-16,-1.486495795158051e-16,9.172617662789275e-17,1.0
177,500000000,177.5,28.6895033831976,-28.52955535364872,28.13207083110307,-4.677873519585146e-16,-1.48748058954395e-16,9.17682005264446e-17,1.0
177,600000000,177.6,28.74611257709167,-28.58616454754279,28.18868002499714,-4.678392276443277e-16,-1.4865347586738456e-16,9.17879152546879e-17,1.0
177,700000000,177.7,28.80159524802721,-28.64164721847833,28.24416269593268,-4.677635808258749e-16,-1.4869880229445332e-16,9.180495305110671e-17,1.0
177,800000000,177.8,28.85934228671852,-28.69939425716964,28.30190973462399,-4.678597224535227e-16,-1.4880130005732961e-16,9.182262576323962e-17,1.0
177,900000000,177.9,28.91482495765406,-28.75487692810518,28.35739240555953,-4.677874468261992e-16,-1.4864855630003274e-16,9.182853034554261e-17,1.0
178,0,178.0,28.971434151548095,-28.811486121999216,28.414001599453567,-4.678141961266713e-16,-1.4882663650685063e-16,9.18433453422192e-17,1.0
178,100000000,178.1,29.02918119023944,-28.869233160690563,28.471748638144913,-4.676998703957186e-16,-1.48653807904313e-16,9.185477673840238e-17,1.0
178,200000000,178.2,29.08466386117498,-28.924715831626102,28.527231309080452,-4.678023749348625e-16,-1.4858618757005956e-16,9.185388076117833e-17,1.0
178,300000000,178.3,29.141273055069018,-28.98132502552014,28.58384050297449,-4.677540025772883e-16,-1.4873220927389475e-16,9.188060514697267e-17,1.0
178,400000000,178.4,29.197882248963055,-29.037934219414176,28.640449696868526,-4.678491277653929e-16,-1.486126082217292e-16,9.19019759569767e-17,1.0
178,500000000,178.5,29.255629287654365,-29.095681258105486,28.698196735559836,-4.678060408934362e-16,-1.4877445250103704e-16,9.190794872046871e-17,1.0
178,600000000,178.6,29.311111958589937,-29.151163929041058,28.753679406495408,-4.678426428811496e-16,-1.4879882672113343e-16,9.192069016229254e-17,1.0
178,700000000,178.7,29.368858997281247,-29.20891096773237,28.81142644518672,-4.678325530246819e-16,-1.4878770687259697e-16,9.193939023440057e-17,1.0
178,800000000,178.8,29.425468191175284,-29.265520161626405,28.868035639080755,-4.677772722664077e-16,-1.487001982047432e-16,9.194028475578694e-17,1.0
178,900000000,178.9,29.484364396502652,-29.324416366953773,28.926931844408124,-4.677327081689801e-16,-1.4859431231008056e-16,9.193190720454633e-17,1.0
179,0,179.0,29.538731866318475,-29.378783836769596,28.981299314223946,-4.678633918002154e-16,-1.4874904151264022e-16,9.194504080442672e-17,1.0
179,100000000,179.1,29.595341060212544,-29.435393030663665,29.037908508118015,-4.677450951787905e-16,-1.4872543978660446e-16,9.196464364160301e-17,1.0
179,200000000,179.2,29.65195025410658,-29.4920022245577,29.094517702012052,-4.677837198811902e-16,-1.4858331443432583e-16,9.197065955579893e-17,1.0
179,300000000,179.3,29.708559448000617,-29.54861141845174,29.15112689590609,-4.678136167561058e-16,-1.487123006115447e-16,9.198556396242808e-17,1.0
179,400000000,179.4,29.765168641894654,-29.605220612345775,29.207736089800125,-4.677944500945775e-16,-1.486728288762194e-16,9.201083787047472e-17,1.0
179,500000000,179.5,29.82177783578869,-29.661829806239812,29.264345283694162,-4.677643973656019e-16,-1.48773801979811e-16,9.20290611887648e-17,1.0
179,600000000,179.6,29.87838702968276,-29.71843900013388,29.32095447758823,-4.678155818725456e-16,-1.4863782947486018e-16,9.203549982203236e-17,1.0
179,700000000,179.7,29.93613406837407,-29.77618603882519,29.37870151627954,-4.678330002580684e-16,-1.4865431612414806e-16,9.20395537018656e-17,1.0
179,800000000,179.8,29.992743262268107,-29.832795232719228,29.435310710173578,-4.6776547140337885e-16,-1.4881319917628723e-16,9.206920361869135e-17,1.0
179,900000000,179.9,30.049352456162143,-29.889404426613265,29.491919904067615,-4.677647666719659e-16,-1.4862614719647343e-16,9.208558582815253e-17,1.0
180,0,180.0,30.107099494853454,-29.947151465304575,29.549666942758925,-4.677475143048936e-16,-1.4879899612781746e-16,9.209536411877066e-17,1.0
180,100000000,180.1,30.16370868874749,-30.003760659198612,29.606276136652962,-4.677970521797781e-16,-1.486843417480777e-16,9.21129211331512e-17,1.0
180,200000000,180.2,30.220317882641528,-30.06036985309265,29.662885330547,-4.677778075912214e-16,-1.4858652638333665e-16,9.2136616826911e-17,1.0
180,300000000,180.3,30.276927076535596,-30.116979046986717,29.719494524441068,-4.677600436162551e-16,-1.4859662979232707e-16,9.214533456114158e-17,1.0
180,400000000,180.4,30.334674115226907,-30.174726085678028,29.777241563132378,-4.677884734300976e-16,-1.4858375489150836e-16,9.21588773391469e-17,1.0
180,500000000,180.5,30.391283309120944,-30.231335279572065,29.833850757026415,-4.677418053028428e-16,-1.4880096124425635e-16,9.216532675057778e-17,1.0
180,600000000,180.6,30.44789250301498,-30.2879444734661,29.89045995092045,-4.677281579079971e-16,-1.4867324900458717e-16,9.218654194309325e-17,1.0
180,700000000,180.7,30.50563954170629,-30.345691512157412,29.948206989611762,-4.67748964425325e-16,-1.4860188817284887e-16,9.220347984421813e-17,1.0
180,800000000,180.8,30.562248735600328,-30.40230070605145,30.0048161835058,-4.677347342718141e-16,-1.4878700891752383e-16,9.221187966316085e-17,1.0
180,900000000,180.9,30.618857929494364,-30.458909899945485,30.061425377399836,-4.678604881712896e-16,-1.4871514664227325e-16,9.223035854551856e-17,1.0
181,0,181.0,30.676604968185675,-30.516656938636796,30.119172416091146,-4.677543617192547e-16,-1.4874930578698049e-16,9.224023631287707e-17,1.0
181,100000000,181.1,30.733214162079744,-30.573266132530865,30.175781609985215,-4.677923765579319e-16,-1.4880460009778287e-16,9.226737432537357e-17,1.0
181,200000000,181.2,30.788696833015283,-30.628748803466404,30.231264280920755,-4.678687281078049e-16,-1.4858370745766727e-16,9.229963920992406e-17,1.0
181,300000000,181.3,30.846443871706594,-30.686495842157715,30.289011319612065,-4.677515055241714e-16,-1.4871609531918556e-16,9.231554218237125e-17,1.0
181,400000000,181.4,30.913701254972118,-30.75375322542324,30.35626870287759,-4.677253999687396e-16,-1.4875151484891203e-16,9.233918003469966e-17,1.0
181,500000000,181.5,30.959554702026296,-30.799606672477417,30.402122149931767,-4.678968326610014e-16,-1.4866183777672215e-16,9.23568048646556e-17,1.0
181,600000000,181.6,31.020783206142074,-30.860835176593195,30.463350654047545,-4.677696896274876e-16,-1.4872045245667206e-16,9.236571334011807e-17,1.0
181,700000000,181.7,31.078530244833384,-30.918582215284506,30.521097692738856,-4.677284052416354e-16,-1.4866255606064685e-16,9.23846226955384e-17,1.0
181,800000000,181.8,31.13513943872742,-30.975191409178542,30.577706886632892,-4.678790144759138e-16,-1.4859896760324062e-16,9.240525569186885e-17,1.0
181,900000000,181.9,31.19174863262149,-31.03180060307261,30.63431608052696,-4.678808542314698e-16,-1.4874248208955784e-16,9.242825598315956e-17,1.0
182,0,182.0,31.250644837948823,-31.090696808399944,30.693212285854294,-4.677497843532165e-16,-1.4856200986168078e-16,9.24523095185611e-17,1.0
182,100000000,182.1,31.301734635438226,-31.141786605889347,30.744302083343698,-4.677453459005724e-16,-1.487100847733748e-16,9.247135084899374e-17,1.0
182,200000000,182.2,31.358343829332263,-31.198395799783384,30.800911277237734,-4.677005412457935e-16,-1.4861305545521843e-16,9.250015212979604e-17,1.0
182,300000000,182.3,31.416090868023574,-31.256142838474695,30.858658315929045,-4.677079205968311e-16,-1.4861072442054876e-16,9.252538859137633e-17,1.0
182,400000000,182.4,31.47270006191761,-31.31275203236873,30.91526750982308,-4.677452713616732e-16,-1.4882652808673049e-16,9.25493285366818e-17,1.0
182,500000000,182.5,31.52818273285315,-31.36823470330427,30.97075018075862,-4.677855325317085e-16,-1.4865188344553407e-16,9.256406950069366e-17,1.0
182,600000000,182.6,31.58366540378872,-31.423717374239843,31.026232851694193,-4.678006097181712e-16,-1.48545401239657e-16,9.258643419963655e-17,1.0
182,700000000,182.7,31.6448939079045,-31.48494587835562,31.08746135580997,-4.678479486955233e-16,-1.4868028276616882e-16,9.261065305700979e-17,1.0
182,800000000,182.8,31.699261377720354,-31.539313348171476,31.141828825625826,-4.677168720410061e-16,-1.4859483408244044e-16,9.263157968922286e-17,1.0
182,900000000,182.9,31.75587057161439,-31.595922542065512,31.198438019519863,-4.678514486356751e-16,-1.4857701250921812e-16,9.265366354380413e-17,1.0
183,0,183.0,31.812479765508428,-31.65253173595955,31.2550472134139,-4.677402027165204e-16,-1.4861144948072434e-16,9.268392212659426e-17,1.0
183,100000000,183.1,31.869088959402465,-31.709140929853586,31.311656407307936,-4.678868444484865e-16,-1.4871398790119067e-16,9.270691943010865e-17,1.0
183,200000000,183.2,31.925698153296533,-31.765750123747654,31.368265601202005,-4.6779413838647475e-16,-1.4862954888076372e-16,9.27226520662154e-17,1.0
183,300000000,183.3,31.9857548470987,-31.82580681754982,31.428322295004172,-4.677877415936567e-16,-1.48750200253792e-16,9.275365557808679e-17,1.0
183,400000000,183.4,32.032632920562364,-31.87268489101349,31.47520036846784,-4.678685214317729e-16,-1.4855582990931995e-16,9.27797093404342e-17,1.0
183,500000000,183.5,32.0881155914979,-31.928167561949028,31.530683039403378,-4.677641534201457e-16,-1.487844949237712e-16,9.280933577856548e-17,1.0
183,600000000,183.6,32.14701179682527,-31.987063767276396,31.589579244730746,-4.677757984291099e-16,-1.4865770425596286e-16,9.284098828476486e-17,1.0
183,700000000,183.7,32.2036209907193,-32.04367296117043,31.646188438624783,-4.678595462706629e-16,-1.4881696677884794e-16,9.286225709016456e-17,1.0
183,800000000,183.8,32.26023018461337,-32.1002821550645,31.702797632518852,-4.677394708800643e-16,-1.4864400265100945e-16,9.2884030622976e-17,1.0
183,900000000,183.9,32.3168393785074,-32.15689134895853,31.75940682641289,-4.677424592123024e-16,-1.486468554579558e-16,9.289518454307688e-17,1.0
184,0,184.0,32.370102969042286,-32.210154939493414,31.81267041694777,-4.678560937643769e-16,-1.486637215780187e-16,9.291608683798224e-17,1.0
184,100000000,184.1,32.42785000773363,-32.26790197818476,31.870417455639117,-4.677803317494459e-16,-1.4865834122474391e-16,9.294736269907029e-17,1.0
184,200000000,184.2,32.4879067015358,-32.32795867198693,31.930474149441284,-4.67876527587204e-16,-1.4864712650851976e-16,9.296607759094627e-17,1.0
184,300000000,184.3,32.54565374022711,-32.38570571067824,31.988221188132595,-4.677543854362112e-16,-1.4880859131704514e-16,9.297084136214432e-17,1.0
184,400000000,184.4,32.597824773319864,-32.43787674377099,32.040392221225346,-4.677652206816721e-16,-1.4861629450924723e-16,9.300491008772842e-17,1.0
184,500000000,184.5,32.6544339672139,-32.494485937665026,32.09700141511938,-4.678727464321323e-16,-1.4878495570972223e-16,9.302976954354639e-17,1.0
184,600000000,184.6,32.711043161107966,-32.551095131559094,32.15361060901345,-4.677359539992823e-16,-1.486525475194205e-16,9.305365554013237e-17,1.0
184,700000000,184.7,32.766525832043506,-32.606577802494634,32.20909327994899,-4.6772194068620405e-16,-1.4867090441746304e-16,9.307395457717995e-17,1.0
184,800000000,184.8,32.82313502593754,-32.66318699638867,32.26570247384302,-4.678901648176624e-16,-1.4863561363673674e-16,9.310540982892738e-17,1.0
184,900000000,184.9,32.87974421983157,-32.7197961902827,32.322311667737054,-4.678597766636448e-16,-1.4856759350292024e-16,9.313116225434081e-17,1.0
185,0,185.0,32.936353413725605,-32.77640538417673,32.37892086163109,-4.678697682642883e-16,-1.4859790372991333e-16,9.313901737650475e-17,1.0
185,100000000,185.1,32.99410045241695,-32.83415242286808,32.43666790032243,-4.677183831478188e-16,-1.486060555749886e-16,9.315867606326157e-17,1.0
185,200000000,185.2,33.050709646310985,-32.89076161676211,32.49327709421647,-4.678862854067508e-16,-1.486140312372081e-16,9.317544144925251e-17,1.0
185,300000000,185.3,33.10731884020502,-32.947370810656146,32.5498862881105,-4.678567578382131e-16,-1.487811677783622e-16,9.321845304777785e-17,1.0
185,400000000,185.4,33.16621504553238,-33.00626701598351,32.608782493437865,-4.677962356400634e-16,-1.485877054532183e-16,9.323658724728311e-17,1.0
185,500000000,185.5,33.222824239426416,-33.062876209877544,32.6653916873319,-4.678608574776747e-16,-1.4871829760490372e-16,9.326898889787601e-17,1.0
185,600000000,185.6,33.278306910361955,-33.11835888081308,32.72087435826744,-4.677928678370681e-16,-1.4874648686139096e-16,9.328720356385713e-17,1.0
185,700000000,185.7,33.336053949053266,-33.176105919504394,32.77862139695875,-4.678515672203155e-16,-1.4857443752914792e-16,9.331250106309482e-17,1.0
185,800000000,185.8,33.39042141886912,-33.230473389320245,32.8329888667746,-4.678513842611999e-16,-1.487647895493172e-16,9.333309517862777e-17,1.0
185,900000000,185.9,33.44703061276315,-33.28708258321428,32.88959806066863,-4.678735494193617e-16,-1.486162199703634e-16,9.335170826773139e-17,1.0
186,0,186.0,33.50363980665718,-33.34369177710831,32.946207254562665,-4.678810066974293e-16,-1.4862076006693845e-16,9.338254696882888e-17,1.0
186,100000000,186.1,33.575924086340486,-33.415976056791614,33.01849153424597,-4.678434526446831e-16,-1.4855307197007623e-16,9.340151954566351e-17,1.0
186,200000000,186.2,33.61877158519891,-33.458823555650035,33.06133903310439,-4.677467858566096e-16,-1.4869164656023213e-16,9.342922552187525e-17,1.0
186,300000000,186.3,33.67766779052627,-33.5177197609774,33.12023523843175,-4.6790313458614355e-16,-1.4862295557635898e-16,9.345800016084443e-17,1.0
186,400000000,186.4,33.73541482921758,-33.57546679966871,33.177982277123064,-4.678368017419782e-16,-1.4855811351019875e-16,9.348102319629338e-17,1.0
186,500000000,186.5,33.792024023111615,-33.632075993562744,33.2345914710171,-4.677377327684638e-16,-1.4869636283970495e-16,9.35062975725241e-17,1.0
186,600000000,186.6,33.847506694047155,-33.68755866449828,33.29007414195264,-4.678513164985538e-16,-1.4871053200686225e-16,9.353821047683463e-17,1.0
186,700000000,186.7,33.90411588794119,-33.744167858392316,33.34668333584667,-4.678807458112755e-16,-1.4876514191505455e-16,9.356509201867326e-17,1.0
186,800000000,186.8,33.9618629266325,-33.80191489708363,33.40443037453798,-4.677367264933157e-16,-1.48674753335188e-16,9.359545958250926e-17,1.0
186,900000000,186.9,34.0219196204347,-33.86197159088583,33.46448706834018,-4.678220260992379e-16,-1.4856702429683131e-16,9.363092691830786e-17,1.0
187,0,187.0,34.07628709025055,-33.91633906070168,33.518854538156035,-4.678469458085453e-16,-1.485949289502265e-16,9.365364105308301e-17,1.0
187,100000000,187.1,34.14478421486233,-33.984836185313455,33.58735166276781,-4.678712217728094e-16,-1.4874385767114751e-16,9.367614897007723e-17,1.0
187,200000000,187.2,34.18665237466637,-34.0267043451175,33.629219822571855,-4.678301406748679e-16,-1.4874992242705474e-16,9.369855415123927e-17,1.0
187,300000000,187.3,34.24213504560191,-34.08218701605304,33.684702493507395,-4.678589499594685e-16,-1.4865815826568185e-16,9.374891027649707e-17,1.0
187,400000000,187.4,34.29988208429322,-34.13993405474435,33.742449532198705,-4.679379035945489e-16,-1.4882135102143544e-16,9.377547762370635e-17,1.0
187,500000000,187.5,34.35649127818726,-34.196543248638385,33.79905872609274,-4.678771679440979e-16,-1.4876729676687544e-16,9.380409805801129e-17,1.0
187,600000000,187.6,34.411973949122824,-34.25202591957395,33.85454139702831,-4.678728175828835e-16,-1.48675573263089e-16,9.383242757620351e-17,1.0
187,700000000,187.7,34.46858314301686,-34.308635113467986,33.91115059092234,-4.678226122460324e-16,-1.4868363024047929e-16,9.384895269765922e-17,1.0
187,800000000,187.8,34.52633018170817,-34.3663821521593,33.96889762961365,-4.679406412050366e-16,-1.4881066485376387e-16,9.387511673145424e-17,1.0
187,900000000,187.9,34.58181285264371,-34.421864823094836,34.02438030054919,-4.680080514751112e-16,-1.485670310730798e-16,9.39041674866206e-17,1.0
